from,to,timestamp,value
u_A39650P2CZUUC9,i_B001PHFVPG,1308268800,5.0
u_ATZTIU71681SO,i_B0013ZCPIG,1308268800,5.0
u_A1SHHVI4JVXL9Z,i_B0000ZLEFU,1308268800,5.0
u_A3K4SK9HWHLJL,i_B002CMLHB0,1308268800,5.0
u_A39650P2CZUUC9,i_B0016ZNWMG,1308268800,5.0
u_A1SG6N8E213NNN,i_B00011QVHO,1308268800,5.0
u_A3GYVMFJLIR7UO,i_B000N2DBZ6,1308268800,5.0
u_A3IOCPLIMYDBCD,i_B0043TUSME,1308268800,5.0
u_A30ZWHKMYS67CM,i_B0047ETODO,1308268800,5.0
u_A1O2F2MEMTE48A,i_B0009RFB76,1308268800,5.0
u_A2VQB3Q40Q14AZ,i_B002MZ8BK2,1308268800,5.0
u_A1E5KOPX2C13M0,i_B003AYEFSG,1308268800,2.0
u_A3GOESILP1UFE4,i_B0028CX8FW,1308268800,4.0
u_A8M84NBNEWD08,i_B001501N7I,1308268800,5.0
u_A12YSW2P8SOLNX,i_B003MJ7Z0O,1308268800,4.0
u_A11WYHDB1YEZOX,i_B000WDWDYQ,1308268800,5.0
u_A3ML5QOM58PVFS,i_B003G0UO48,1308268800,3.0
u_A1MU2YMN78CADQ,i_B000MVC1CW,1308268800,5.0
u_A1OM5N46DIFS2S,i_B002IS6S62,1308268800,4.0
u_ABTUNH7645QJL,i_B000ELP5KA,1308355200,5.0
u_A3HBVUJEOZSZLR,i_B000GX9HIW,1308355200,5.0
u_AFTMZS0VB5R2I,i_B0009TNBVC,1308355200,2.0
u_A1K3VZCHJNNATX,i_B004BIZBF6,1308355200,4.0
u_AOTL8PLJRRU3O,i_B0038TVH3Y,1308355200,1.0
u_A1X4AI4AZOVMAM,i_B0001433OU,1308355200,5.0
u_AYGJ96W5KQMUJ,i_B004C4O2QS,1308355200,2.0
u_A27KNXAROMSJ7A,i_B000Z4NDLO,1308355200,4.0
u_AI0L8QP3E7T7R,i_B0030HCSO6,1308355200,5.0
u_AOTL8PLJRRU3O,i_B001T8JLRK,1308355200,5.0
u_A17KUCXAV34USP,i_B002VA4FXU,1308355200,5.0
u_AOTL8PLJRRU3O,i_B001MWV40U,1308355200,4.0
u_A1SHHVI4JVXL9Z,i_B004F0RIXS,1308355200,5.0
u_A328S9RN3U5M68,i_B000FH4T3M,1308355200,5.0
u_AOTL8PLJRRU3O,i_B003CTU5MO,1308355200,3.0
u_A3RRNV5GDJ4SLW,i_B0043BWJN8,1308355200,5.0
u_A1X4AI4AZOVMAM,i_B000FZDPWU,1308355200,5.0
u_A31J176KH7ZZEY,i_B001AL4DBA,1308355200,5.0
u_AOTL8PLJRRU3O,i_B000PI3BS0,1308355200,4.0
u_A1X4AI4AZOVMAM,i_B00150LT40,1308355200,3.0
u_ASDYXS80RUUO0,i_B0014WKHT2,1308355200,5.0
u_A2LYTH24XCI0YZ,i_B002BS43HU,1308355200,4.0
u_A11QQBCJDEVW6G,i_B003X18NPW,1308355200,4.0
u_AYARMIK0PZ238,i_B000142FVW,1308355200,5.0
u_A1X4AI4AZOVMAM,i_B000O902LY,1308355200,5.0
u_A328S9RN3U5M68,i_B000OLE7V8,1308355200,5.0
u_A1F7YU6O5RU432,i_B0018DAUKI,1308355200,5.0
u_ADYR709YFUVPF,i_B0020BWQVI,1308355200,3.0
u_A1X4AI4AZOVMAM,i_B0013HX2VS,1308355200,1.0
u_AESENQSFO6GEP,i_B001ET7IWE,1308355200,5.0
u_AC6IDFW34EO9D,i_B003BX213M,1308441600,5.0
u_A267U5ACM1VWHW,i_B00128ANOW,1308441600,2.0
u_ASGJQAKO5NRRJ,i_B0033H00ZW,1308441600,5.0
u_A31J176KH7ZZEY,i_B0039KOL1W,1308441600,3.0
u_A1N6YJ0M383FU,i_B000VDUOFM,1308441600,1.0
u_A31R6KZK6TPZH6,i_B0000ZLEFU,1308441600,5.0
u_A2WOHPXK3K0JVA,i_B000PNTQW0,1308441600,5.0
u_A24CY6X7GBIT71,i_B000V33OGS,1308441600,4.0
u_A3315AAN855HYG,i_B000052WYL,1308441600,5.0
u_ASDYXS80RUUO0,i_B002HEW8QQ,1308441600,5.0
u_A19JOB1L14QF9Z,i_B00458EG4O,1308441600,5.0
u_A1TVEXH1NSL633,i_B0034XRYAO,1308441600,5.0
u_A2BLRRNYU9XO9R,i_B003F2T0M4,1308441600,4.0
u_A1OQ6P5PPC2C3X,i_B004D24818,1308441600,5.0
u_A14350LP2AJZ0V,i_B001AWVR5O,1308441600,5.0
u_A2BTXDKAS1BWR7,i_B004DK7DVC,1308441600,5.0
u_A3LPFHPD69M41G,i_B001PKXTWA,1308441600,5.0
u_A3SXVPZEPNBNKB,i_B002QI1E9K,1308441600,5.0
u_A3SXVPZEPNBNKB,i_B00387F42Q,1308441600,5.0
u_A5A3C6XVDYUND,i_B000O3GQ1A,1308441600,5.0
u_A1N6YJ0M383FU,i_B004K3D0FK,1308441600,5.0
u_A2GZAPSE93ZVBA,i_B001ET727U,1308441600,5.0
u_A5A3C6XVDYUND,i_B000NGH3X8,1308441600,5.0
u_A2F09EWKV3MTO2,i_B001E96OHO,1308528000,2.0
u_AACQ1EIUB4YDF,i_B0015YIHXC,1308528000,1.0
u_A3V7K5L1134ZO3,i_B00406FZUU,1308528000,3.0
u_A2AO4Q67XYJIEX,i_B003ZVV8WK,1308528000,5.0
u_A2BWRN1TGV6PX2,i_B003P904EA,1308528000,5.0
u_A1V9BRJWNMK5JM,i_B00397SNMS,1308528000,5.0
u_A186ZAYP2L4CDZ,i_B001ECQ4RG,1308528000,3.0
u_A2J07VR1GYX2XF,i_B0011Z3X8O,1308528000,5.0
u_ALLGG7UY0XHKN,i_B004AJ1MN6,1308528000,4.0
u_A1SUZPMEHYUH1M,i_B001MPWO5G,1308528000,3.0
u_A3GFK7F5IUF60X,i_B004Q8GYES,1308528000,4.0
u_A1LJR5IS0B6ADX,i_B004UKENRC,1308528000,3.0
u_A2ODIWTLSE3QNF,i_B000052YM8,1308528000,4.0
u_AU5DPZ04JF6J3,i_B002YHRXI4,1308528000,5.0
u_A2P30F9CLZOOJD,i_B0047AKVW6,1308528000,5.0
u_A3DFTB61H2Q9B8,i_B000P9FP10,1308528000,5.0
u_A1Q5MOM83O5GXW,i_B001DQEGPA,1308528000,5.0
u_A1SUZPMEHYUH1M,i_B002UL10HY,1308528000,4.0
u_A1XCE4QWZ9ZCC2,i_B002WR58XS,1308528000,5.0
u_A1Q5MOM83O5GXW,i_B002F5WLOQ,1308528000,5.0
u_A35HOUWHAYZZN6,i_B001AFIWEA,1308528000,1.0
u_A3DTG97IMQW5KE,i_B003ZWEW1S,1308614400,5.0
u_APCSV85SWASN2,i_B004Y4JNZ6,1308614400,4.0
u_A2F09EWKV3MTO2,i_B000052YLX,1308614400,5.0
u_A1IZIT95268N0V,i_B002WE2LEU,1308614400,5.0
u_AUZ8FSNOTA0DN,i_B00011QVHO,1308614400,4.0
u_A2SKIUWJRJX9O6,i_B0032Z1WPC,1308614400,1.0
u_A2GD9XGLO75GVY,i_B0009MHJS0,1308614400,5.0
u_A1IZIT95268N0V,i_B0030GFXMQ,1308614400,5.0
u_ALXZ3V5DCZJCZ,i_B00157S30Q,1308614400,1.0
u_A1JE9PZMC3D3SS,i_B00150LT40,1308614400,3.0
u_A1MQESL5LGOKZW,i_B003VGMOR2,1308614400,3.0
u_A1EHDVLCSOU57Q,i_B004Y4JNZ6,1308614400,4.0
u_APPJNVNF4BFLB,i_B004Y4JNZ6,1308614400,4.0
u_A1IP9EW0BQTVD4,i_B000142FVW,1308614400,5.0
u_A3Q7SFSS99ELLM,i_B00008CMOQ,1308614400,3.0
u_A1IZIT95268N0V,i_B0031W8Y3E,1308614400,5.0
u_A3GYVMFJLIR7UO,i_B001LR3NPK,1308614400,5.0
u_A3FVRUH0YAAWRI,i_B0000ZLEFU,1308614400,2.0
u_A2H551DMQZCA2G,i_B001JQLNOG,1308614400,4.0
u_A1OTUKJ8298TY5,i_B002BPY7H4,1308614400,3.0
u_ADYZOSTF9LZLD,i_B004Y4JNZ6,1308614400,2.0
u_A1IP9EW0BQTVD4,i_B0001433OU,1308614400,5.0
u_A1YJMG0QJXZLD4,i_B004Y4JNZ6,1308614400,3.0
u_ANBJXONZERFE,i_B004HI5H4U,1308614400,5.0
u_A38B7MUWO2UPZE,i_B001E77OUM,1308614400,3.0
u_A15ZZ0M4AZP8Z7,i_B002LSTMB2,1308614400,5.0
u_A1L39R7JG5J2VB,i_B00016XJ4M,1308614400,5.0
u_A104BMR0QRIDSZ,i_B001IMW9AS,1308614400,5.0
u_A2V65NBADV4HY4,i_B000EGMHKQ,1308614400,5.0
u_A2GD9XGLO75GVY,i_B000ZMBSPE,1308614400,4.0
u_AUZ8FSNOTA0DN,i_B003V57Q5I,1308614400,5.0
u_A2F09EWKV3MTO2,i_B00005V5OU,1308614400,2.0
u_A1MQESL5LGOKZW,i_B001RMP7M6,1308614400,5.0
u_A1HLJJ6MKZLR3Z,i_B00067YSLO,1308614400,3.0
u_A1IZIT95268N0V,i_B004LEJ8R2,1308614400,5.0
u_A9FJFURSISMVT,i_B003IU9HI0,1308614400,5.0
u_A36K04BN62ODO5,i_B00178VX50,1308614400,3.0
u_A2NOIGZ6VV86IB,i_B002SIKCNW,1308614400,5.0
u_A3I7DX4FITEWYK,i_B002LE54P4,1308614400,4.0
u_A2H551DMQZCA2G,i_B0000CC64W,1308614400,3.0
u_A3DTG97IMQW5KE,i_B002HMCIOK,1308614400,4.0
u_AUZ8FSNOTA0DN,i_B001G7OCSM,1308614400,5.0
u_A1KJSRTI1W157O,i_B003UTEE32,1308700800,1.0
u_A1QS8MYNL0KQBB,i_B003FKUW3M,1308700800,3.0
u_A3E0QQ0SCNVGR9,i_B00005333I,1308700800,5.0
u_A1PGECB8N0HOB9,i_B002DOO1VA,1308700800,4.0
u_A2FEFA8G459YKK,i_B001G7PPNI,1308700800,5.0
u_A3U9CM4QUFGG7O,i_B000MUQFTI,1308700800,5.0
u_A33GYL1LL646XK,i_B000ALBKGW,1308700800,4.0
u_AQB4DH57MSZSC,i_B004INUY06,1308700800,5.0
u_AO6QD7BREJGZ0,i_B0016BFOVM,1308700800,3.0
u_APK4O7SCK6ARK,i_B002TSA93Y,1308700800,5.0
u_A2UJT1C0E0DWVQ,i_B003WYRNYW,1308700800,3.0
u_A3PO3YRFX4BI2J,i_B0043OYFKU,1308700800,5.0
u_A2TQD6R721TBOJ,i_B001F0QX0K,1308700800,5.0
u_ADSFKIX44X8JV,i_B004D268RA,1308700800,4.0
u_A7MPVMB5XHEHR,i_B000COMJNK,1308700800,5.0
u_A3LMILRM9OC3SA,i_B0047ETODO,1308700800,2.0
u_A3IL4YCLWGPRWJ,i_B0016836RY,1308700800,3.0
u_AO6QD7BREJGZ0,i_B002Y2R2KS,1308700800,4.0
u_APAAR4GZK32T4,i_B001LTVF7G,1308700800,5.0
u_A36KTGM5NBBSX2,i_B000NP7K1E,1308700800,5.0
u_A31R6KZK6TPZH6,i_B000PSPK7U,1308700800,2.0
u_A3GPKYZ00ISB42,i_B002QHFG3Q,1308700800,2.0
u_A36WTXJBYS3DB6,i_B004OT29MA,1308700800,1.0
u_A27TQA0XCZUXZY,i_B000U0F9GA,1308700800,4.0
u_A1JJYRQVMDQCA1,i_B000F5AG5E,1308700800,1.0
u_A194K60CWZ371J,i_B004Y4JNZ6,1308700800,5.0
u_A2GCK01TMKA9Y9,i_B002A0W3PI,1308700800,5.0
u_A3U9CM4QUFGG7O,i_B0002F1H6E,1308700800,5.0
u_AFZJNYR931ZCN,i_B003V265QW,1308700800,4.0
u_A3PO3YRFX4BI2J,i_B002UUT38I,1308700800,5.0
u_A34ZRIKL1H09Q9,i_B00158P1E6,1308700800,5.0
u_A2TMQ7S3RCSXP9,i_B0012RSXNG,1308700800,5.0
u_A3PO3YRFX4BI2J,i_B0012J30LY,1308700800,5.0
u_A1OS18Y4I612K3,i_B0010VLJ58,1308787200,4.0
u_A2NUBL2UYWPBWR,i_B0041QZOF0,1308787200,5.0
u_AG8DPYVTLT2C2,i_B004Y4JNZ6,1308787200,5.0
u_A38B7MUWO2UPZE,i_B0002YFQ6W,1308787200,4.0
u_A3CG93783LP0FO,i_B0047F70B6,1308787200,5.0
u_A30RVE6QWTD584,i_B002MZ8BK2,1308787200,4.0
u_ASP7FI5BO281G,i_B003X3S26U,1308787200,5.0
u_AX7QMRXX81L9K,i_B004Y4JNZ6,1308787200,4.0
u_ANJP551HJSAC5,i_B004MJGDQ0,1308787200,5.0
u_A223D9Q6D5F1CA,i_B0048ICI3C,1308787200,5.0
u_A1ALOTXWL76OY7,i_B004D268RA,1308787200,2.0
u_A13D08OA1VG6J3,i_B004K0CRIY,1308787200,5.0
u_A2G35B0XBEVQTC,i_B002PBLH3Q,1308787200,5.0
u_A2SKIUWJRJX9O6,i_B001390336,1308787200,1.0
u_A223D9Q6D5F1CA,i_B00168NIEK,1308787200,5.0
u_A108JE8E0CK1G3,i_B000PNXBU8,1308787200,5.0
u_ASP7FI5BO281G,i_B003Y55NXM,1308787200,5.0
u_A2S73Z7ZR6HAMX,i_B00176B9JC,1308787200,4.0
u_A312UBIOP091MH,i_B004D268RA,1308787200,3.0
u_A21IYMZ6LAPK8D,i_B000PQGYOU,1308787200,4.0
u_A30RVE6QWTD584,i_B004DK0UDA,1308787200,4.0
u_A21IYMZ6LAPK8D,i_B00326QY4K,1308787200,5.0
u_A30ZWHKMYS67CM,i_B0015KO3LQ,1308787200,3.0
u_A38VO263ZTM2AL,i_B0010XUU9M,1308787200,5.0
u_A223D9Q6D5F1CA,i_B002HHTEN8,1308787200,5.0
u_A3LAYCTGSO1IQR,i_B001F0QX0K,1308787200,5.0
u_AGEKVD8JPZQMT,i_B004Y4JNZ6,1308787200,3.0
u_ALXZ3V5DCZJCZ,i_B00331YTGY,1308787200,3.0
u_A1X6PD8QYKIJHZ,i_B0013CSGBE,1308787200,5.0
u_A13D08OA1VG6J3,i_B003OGUQS8,1308787200,5.0
u_AE88D7OM7YU99,i_B004Y4JNZ6,1308787200,5.0
u_A1PK9JYJF5Y2V6,i_B001ET7BJ4,1308787200,5.0
u_A21IYMZ6LAPK8D,i_B002MZ8BK2,1308787200,4.0
u_A1GRWWMBJL65E,i_B004LE0YW0,1308787200,5.0
u_A29BPMJI0ZYH4H,i_B003AVNLP2,1308873600,5.0
u_A38NHXL5257E3B,i_B002Z7FVTQ,1308873600,5.0
u_A14MI335GSJO5Z,i_B000X1LOJM,1308873600,5.0
u_A14MI335GSJO5Z,i_B000TD4QYY,1308873600,4.0
u_A3BN5Z996H9TZQ,i_B0028RC5N8,1308873600,4.0
u_A3BN5Z996H9TZQ,i_B002DP19ZU,1308873600,5.0
u_A2X06FP2PQ6EK0,i_B004Q8GYES,1308873600,3.0
u_A1Y3QKMCHRT73Y,i_B00265YNFK,1308873600,3.0
u_A3BN5Z996H9TZQ,i_B004KATCFK,1308873600,4.0
u_A10R9LB4QJNG5X,i_B003FKUW3M,1308873600,1.0
u_AFDUGXMDORZHT,i_B00367LZ9Y,1308873600,1.0
u_A3HBRFMRD034J0,i_B00028OC4K,1308873600,5.0
u_AFDUGXMDORZHT,i_B002DMK0LW,1308873600,3.0
u_A38NHXL5257E3B,i_B00008MNZH,1308873600,5.0
u_A2F09EWKV3MTO2,i_B001E6O8WU,1308873600,5.0
u_A2TQ0MU3WAJIUK,i_B001LNTNGC,1308873600,1.0
u_A1QXI9D8JSCNQH,i_B0039BCT56,1308873600,2.0
u_AJ6B83I4YJHYW,i_B000143AY8,1308873600,5.0
u_AJ3K3HKR9UFVN,i_B004D24818,1308873600,5.0
u_AFDUGXMDORZHT,i_B000GG13TU,1308873600,5.0
u_AFDUGXMDORZHT,i_B002BVWIQA,1308873600,3.0
u_AFDUGXMDORZHT,i_B001F51TBI,1308873600,5.0
u_A3JZJVHQFDEQXO,i_B001SA5DZS,1308873600,4.0
u_A3HBRFMRD034J0,i_B000EZQGU4,1308873600,5.0
u_A34KXKL8AA6ZY4,i_B001ADOV4W,1308873600,4.0
u_AA8GMDX1HXLUO,i_B001AFIPP6,1308873600,1.0
u_AG4U11RFDY7LU,i_B004D24818,1308873600,5.0
u_A38XPSMNZHZBWN,i_B000YZM5P4,1308873600,5.0
u_A1R4T9CCHIYZO8,i_B0045K1N8E,1308960000,5.0
u_A3C4692KE4G6TD,i_B001UTDW5U,1308960000,5.0
u_A2CZPM110DW516,i_B004UKENRC,1308960000,4.0
u_A1BZM68Z5NSSR0,i_B000ZZU97O,1308960000,5.0
u_A1NR2J0NL36GKV,i_B0047ENN7M,1308960000,1.0
u_A6SM104267C1C,i_B004Y4JNZ6,1308960000,4.0
u_A38UHN0ULFLQ8N,i_B000V8MTIC,1308960000,3.0
u_A306JMZXOHTWRJ,i_B004W8Z3IK,1308960000,1.0
u_A3TI72JU2R64GY,i_B000674XNM,1308960000,5.0
u_AMIRNL8LAVRG4,i_B001KZ1AM6,1308960000,5.0
u_AGXPPT9EIPWDW,i_B00150LT40,1308960000,5.0
u_A26SW43I0MXGGA,i_B000A3I2X4,1308960000,5.0
u_A3TI72JU2R64GY,i_B000X2STQ2,1308960000,5.0
u_AUWVTAR54U5ZM,i_B00150LT40,1308960000,5.0
u_A13X7XBBT1DN8U,i_B003ZWXCBE,1308960000,5.0
u_A34KXKL8AA6ZY4,i_B007WA4EJY,1308960000,4.0
u_ABKMVAM7J0XRU,i_B001RVDG48,1308960000,5.0
u_A1ZA7NTBENBUW3,i_B000BB9L0S,1308960000,5.0
u_A1O8360Y0ZGEY,i_B000KQ73J0,1308960000,5.0
u_A2XUT19A60WDQI,i_B002WTC398,1308960000,5.0
u_A2U4D3B7GD55FC,i_B001CZL7VS,1308960000,5.0
u_A2D1LPEUCTNT8X,i_B000OYJ9AO,1308960000,5.0
u_A2GVG03NGBKCF4,i_B000PWJZEA,1309046400,5.0
u_AIT8Y51ZWH97V,i_B008HCWR6I,1309046400,5.0
u_A2NIUVVH46ZDTH,i_B001LFI75I,1309046400,5.0
u_A3KVJ2DVCLO0HB,i_B002MSN3QQ,1309046400,4.0
u_A3R6LXYBONFUXH,i_B0049RBZRC,1309046400,5.0
u_A3LHIRT4SR3F9T,i_B004N3VS0Q,1309046400,2.0
u_A3R6LXYBONFUXH,i_B000VDUOFM,1309046400,5.0
u_A2LYTH24XCI0YZ,i_B0009EXMB6,1309046400,3.0
u_AFQ7VK2GL265J,i_B003YBP0N4,1309046400,5.0
u_APK4O7SCK6ARK,i_B002JDUMFO,1309046400,5.0
u_A2FO8KY6GGUZ3P,i_B001ERIXNY,1309046400,3.0
u_A1PL5SK7B42ATU,i_B00147FGJ8,1309046400,4.0
u_A3JN46UQRF19NC,i_B001GIOV8C,1309046400,5.0
u_A1JAPP1CXRG57A,i_B002VWL2AM,1309046400,4.0
u_A31R6KZK6TPZH6,i_B004DP7DPI,1309046400,5.0
u_A31R6KZK6TPZH6,i_B001EM1BBK,1309046400,5.0
u_A1VXUBSENNXHNC,i_B00014DMQE,1309046400,5.0
u_AUWVTAR54U5ZM,i_B000EN0ORW,1309046400,5.0
u_AVV2V46YR89K,i_B002DNAQHO,1309046400,5.0
u_A2NIUVVH46ZDTH,i_B001R66FFA,1309046400,5.0
u_A2NIUVVH46ZDTH,i_B000RGZK02,1309046400,5.0
u_AT997T4MTH9B7,i_B00147FGJ8,1309132800,5.0
u_A2FRNWBGJJYDUA,i_B004L8J15C,1309132800,5.0
u_A91TB0WX94MHP,i_B002YFN49I,1309132800,5.0
u_A2IZQ9Y4VCKVXM,i_B000RQ1DAI,1309132800,5.0
u_A18UVHCREY2RE2,i_B000XY9LT4,1309132800,5.0
u_A2FRNWBGJJYDUA,i_B002ZHR33I,1309132800,1.0
u_AW7OLWQCVD87M,i_B0018ZPZJC,1309132800,5.0
u_A1T74XOZRMFYOG,i_B003VL77SI,1309132800,5.0
u_A3LH77PBDFEO3F,i_B004UKENRC,1309132800,5.0
u_A32LRJQJHVNARH,i_B001MA0QY2,1309132800,5.0
u_A26NMTIHEUM65Z,i_B004Y4JNZ6,1309132800,4.0
u_A39EUE02ITJM9F,i_B004DP7DPI,1309132800,5.0
u_A2OUXOSRMSM8KK,i_B004LWXTQA,1309132800,5.0
u_A1SGVCH54B8MIG,i_B00099Z2OQ,1309132800,2.0
u_A1ZA7NTBENBUW3,i_B0001EL658,1309132800,3.0
u_A1X4AI4AZOVMAM,i_B000142FVW,1309132800,5.0
u_A2IZQ9Y4VCKVXM,i_B0032K5YSI,1309132800,3.0
u_AA1JJNJ5VYI97,i_B001IMYEL0,1309132800,5.0
u_A3696U2FH87COL,i_B000OYJ9AO,1309132800,5.0
u_A2IZQ9Y4VCKVXM,i_B0001AQCII,1309132800,5.0
u_A3CPGJHGWYHQW,i_B0043TUSME,1309132800,5.0
u_A2FRNWBGJJYDUA,i_B003V265QW,1309132800,4.0
u_A1ZA7NTBENBUW3,i_B00021DVCQ,1309132800,5.0
u_A2OZ6PW2W5FQTP,i_B004C4O2QS,1309132800,3.0
u_A2FRNWBGJJYDUA,i_B002P3L99G,1309132800,1.0
u_ADP2GX1QS1IP4,i_B000EIWKO2,1309132800,4.0
u_A14E70DKB6QPZY,i_B001VNCA0S,1309132800,5.0
u_A1NZM2O1PVXB1V,i_B0018DAUKI,1309132800,5.0
u_A27L5L6I7OSV5B,i_B004UKENRC,1309132800,4.0
u_A2HOLM5I1ARX9J,i_B004Y4JNZ6,1309132800,3.0
u_A2KUUWP4ZZMOBP,i_B004D24818,1309219200,4.0
u_A3V1A3C9DTLPME,i_B0023A7JF4,1309219200,5.0
u_A1HDDAWONDR3TL,i_B000NLJFNY,1309219200,3.0
u_AA7L5Y6EB0RRB,i_B000VPPUEA,1309219200,5.0
u_A1OS18Y4I612K3,i_B000ASDGK8,1309219200,4.0
u_A1080RZ0OYO8WH,i_B0013D1RKA,1309219200,4.0
u_A2KUUWP4ZZMOBP,i_B002PBCABY,1309219200,5.0
u_A3FNH1I8HIR9EN,i_B00147FGJ8,1309219200,2.0
u_A3UJDI3ZJ7HA53,i_B000OUJ04S,1309219200,5.0
u_A34C98SJU4M7DD,i_B000UV3HW2,1309219200,5.0
u_A3NL394M1LEAFX,i_B004Y4JNZ6,1309219200,5.0
u_A204A8OK8L128A,i_B003GCWJFS,1309219200,5.0
u_A38JIIHRVTSNYV,i_B000EN0ORW,1309219200,3.0
u_A3D9NUCR4RXDPY,i_B004Y4JNZ6,1309219200,3.0
u_AD2QRU9ZXBQZ1,i_B004VFXVJW,1309219200,5.0
u_A1080RZ0OYO8WH,i_B002JPJ2ZS,1309219200,5.0
u_A38JIIHRVTSNYV,i_B000052YM7,1309219200,5.0
u_A165BG06BUQVPV,i_B0038U4U3M,1309219200,5.0
u_A38JIIHRVTSNYV,i_B000ZMBSPE,1309219200,3.0
u_AP5E15NQUYN8V,i_B0011ULXB8,1309219200,4.0
u_A2RM9L2MM9EQVE,i_B00028LN1K,1309219200,5.0
u_A3FNH1I8HIR9EN,i_B0010H5NQ8,1309219200,4.0
u_A1080RZ0OYO8WH,i_B00365DABC,1309219200,4.0
u_A38JIIHRVTSNYV,i_B001G7OCSM,1309219200,5.0
u_A235UFZGCFN3J5,i_B0016B5LAQ,1309219200,5.0
u_A1OS18Y4I612K3,i_B003UOTSOM,1309219200,4.0
u_AANHR0DB9SZ80,i_B002MZM8O2,1309219200,3.0
u_A1ZZBIB8CK3ROY,i_B001JQLNNM,1309219200,4.0
u_A38JIIHRVTSNYV,i_B000N9IQLS,1309219200,4.0
u_AGXPPT9EIPWDW,i_B002ULRAQE,1309219200,1.0
u_A2UT0FWM1DHKFJ,i_B004Y4JNZ6,1309219200,5.0
u_A3FNH1I8HIR9EN,i_B000Q7XDR4,1309219200,5.0
u_A3FNH1I8HIR9EN,i_B002HEW7X0,1309219200,5.0
u_A38JIIHRVTSNYV,i_B001E919LU,1309219200,3.0
u_A281NPSIMI1C2R,i_B004Y4JNZ6,1309219200,5.0
u_A38JIIHRVTSNYV,i_B000052YM4,1309219200,5.0
u_A33NEOYYFBCVF3,i_B0032Z21HK,1309305600,5.0
u_A3FNH1I8HIR9EN,i_B004FEO38C,1309305600,5.0
u_A22D68GEERER1X,i_B001B7GJ2E,1309305600,5.0
u_A3DFH4CKPIT0N9,i_B004INUWX0,1309305600,3.0
u_A3K9G3TEKIEATA,i_B000UVZU1S,1309305600,5.0
u_A3O60C5513YYD6,i_B004Y4JNZ6,1309305600,4.0
u_A3LGZ8M29PBNGG,i_B003JMYU20,1309305600,3.0
u_A3UHFQT4E3R2D3,i_B004DK46XK,1309305600,4.0
u_AZ31S5ACWRY15,i_B00120VWRW,1309305600,5.0
u_A33NEOYYFBCVF3,i_B004D24818,1309305600,4.0
u_A2YIKPOB8XHQR7,i_B003HLTTJM,1309305600,4.0
u_A2065HBMYDXJ1S,i_B004Y4JNZ6,1309305600,5.0
u_A1TAZZ2355GO4B,i_B003VUAOOI,1309305600,5.0
u_A3K9G3TEKIEATA,i_B002K8W58K,1309305600,4.0
u_AUZ8FSNOTA0DN,i_B00479DRFA,1309305600,4.0
u_A1IP9EW0BQTVD4,i_B000IEMGGE,1309305600,5.0
u_A34AGKU14DGF5K,i_B003OGQYC0,1309305600,5.0
u_APK4O7SCK6ARK,i_B001ECQ4PS,1309305600,4.0
u_AJV985MKGCIQ0,i_B004Y4JNZ6,1309305600,5.0
u_A33NEOYYFBCVF3,i_B0032Z1WPC,1309305600,5.0
u_A3K9G3TEKIEATA,i_B000F0QCWA,1309305600,5.0
u_AB02E1GU39AGI,i_B001CWJVXC,1309305600,1.0
u_A3PLOAPRXHDUR7,i_B003TU4CB6,1309305600,5.0
u_A1MYIOKDNJ0BMT,i_B003156OJC,1309305600,4.0
u_A33NEOYYFBCVF3,i_B00506WLPG,1309305600,5.0
u_A22D68GEERER1X,i_B002WJOOIQ,1309305600,5.0
u_AG71XMQGQ2UTJ,i_B004UKENRC,1309305600,5.0
u_A3APOK2WK9N789,i_B000NKL3D0,1309305600,5.0
u_A1GUX6R8DV3ZLY,i_B000GCIBY4,1309305600,1.0
u_AS9WQX09ZB79A,i_B000V8BL18,1309305600,2.0
u_AJ8SVXL3SJN7T,i_B004H85FTM,1309305600,3.0
u_A1PGECB8N0HOB9,i_B000NP7K1E,1309392000,5.0
u_A1BZM68Z5NSSR0,i_B0048F38DY,1309392000,5.0
u_AFW2ZL3QMYHZY,i_B001ET77Q6,1309392000,2.0
u_A1BZM68Z5NSSR0,i_B0048F5ATO,1309392000,4.0
u_A3DFTB61H2Q9B8,i_B0019IC2N0,1309392000,5.0
u_A2AZIQJGBLU7WN,i_B004D247SC,1309392000,5.0
u_A1BZM68Z5NSSR0,i_B004ISU5V4,1309392000,5.0
u_A3TI72JU2R64GY,i_B000EPJNMW,1309392000,5.0
u_A22D68GEERER1X,i_B0009OAGXI,1309392000,5.0
u_A238GZNSXLDTU,i_B004DBXKWW,1309392000,2.0
u_A17NMEZPGX1MXG,i_B002LE8OX8,1309392000,5.0
u_A1BU6R0G6QH6OZ,i_B000F4D0LW,1309392000,5.0
u_A3DKP8M0GSP8UK,i_B0013TM9UQ,1309392000,5.0
u_A1BZM68Z5NSSR0,i_B000N758A2,1309392000,5.0
u_A12ZI9PVPM278F,i_B0039UTO3M,1309392000,2.0
u_A1D88N2RUQJHJN,i_B00546F4CY,1309392000,2.0
u_A3PPY7KB2PB5JC,i_B000C1W2DK,1309392000,5.0
u_A1NVV06ZVLV7A4,i_B000K5E81M,1309392000,2.0
u_A30ZWHKMYS67CM,i_B000EVGOS2,1309392000,5.0
u_A3ABSJBA8EHW34,i_B002FQKKBQ,1309392000,5.0
